100307230,Residensi Jalilmas,1200,3
99969523,Twin Arkz,3000,3
100222834,Kenari Apartment (Taman Melati),1200,3
98049852,Angkasa Condominiums,1400,3
100306498,Menara Sri Cendana,1500,3
100306502,Baiduri Apartment (Desa Pandan),1399,3
100306630,Residensi Gombak 126,1450,3
95382974,Residensi Gombak 126,2500,3
100306420,Sri Penara,900,3
100289331,Residensi Vista Wirajaya,1800,3
99326172,South View,1999,2
100306316,Ativo Suites - Damansara Avenue,2200,1
99788070,Wangsa Metroview,1700,3
100306060,Ativo Suites - Damansara Avenue,2200,1
100306246,Sofiya Residences,1600,3
99269113,Sofiya Residences,2300,2
99269115,Sofiya Residences,4000,3
100047392,Majestic Maxim,1500,2
99243666,Majestic Maxim,950,2
100172761,Maxim Citilights,1400,3
100289333,Platinum Teratai Residence,1800,3
100305528,Verve Suites (Sri Hartamas),1650,1
100305568,Residensi Gombak 126,1180,2
100305685,The Pearl (Pearl Point),1200,2
100305158,Kiara Designer Suites,2550,3
100305384,Pangsapuri Cemara (Cheras),1200,3
100305380,Icon Residence (Mont Kiara),2600,2
100305354,Pangsapuri Seroja,750,3
100305289,Arte Mont Kiara,3000,2
100305123,Menara Alpha,1400,3
100304843,Ativo Suites - Damansara Avenue,2200,1
100305042,Kenari Apartment (Taman Melati),1650,3
100304772,Regalia Residence,2000,1
100304994,Lakeville Residence,2600,3
97808952,PPA1M Metropolitan Kepong,1200,4
100257102,Majestic Maxim,1300,2
100304385,Platinum OUG Residence,1700,3
100304374,Southbank Residence,2450,2
100304625,Prisma Cheras,1400,3
100304591,Pangsapuri Mawar (Sentul),1300,3
86096571,KL Traders Square condo Jalan Gombak,1700,3
99200125,Season Garden Residence,1450,4
100276185,Platinum Lake PV10,1650,4
100212570,Platinum Hill PV 5,1600,4
100304316,OUG Parklane,1200,3
100304027,The Pano,1600,1
100303973,Senada Residences - KLGCC Resort,3300,2
100303969,Tivoli Villas,2150,2
100303962,M Centura,2500,3
99255067,M Centura,1502,3
98164095,M Centura,1501,3
100303480,The Centrina,1500,3
100303558,Platinum OUG Residence,1500,3
100303242,The Hamilton,2450,4
100303193,PV 9 RESIDENSI,2300,3
100303263,Arte Plus Jalan Ampang,1550,1
100303109,Setia SKY Residences,3600,3
100178915,Desa Green,1700,3
100101493,The Centrina,1500,2
100070686,Central Residence - Sg Besi,1500,2
99791834,The Leafz,2900,2
99489608,Seksyen 1 Wangsa Maju Flat,900,2
99959409,Desa Green,2000,3
100303122,Residensi Harmoni 2 - Bukit Prima Pelangi,700,6
100302959,Impiana Sky Residensi,1300,3
98516802,The Ooak (Kiara 163),1250,1
100303068,SkyAwani 3 Residence - Setapak,1300,3
100303044,Prisma Cheras,1250,4
99544635,The Scott Soho,1300,1
99582688,Desa Green Serviced Apartment,1400,3
100214412,Desa Green,1700,3
99293887,Residensi Rampai,1850,3
100302653,Enesta,1550,3
100302597,Majestic Maxim,1400,2
100302608,Vista Wirajaya 2 Partly Furnished - PV9 Setapak Melati Near LRT - TARC,1600,3
100302605,Majestic Maxim,1600,3
100302776,Bayu Sentul Condominium,1900,3
100302536,Sofiya Residences,2300,3
100302514,Danau Impian,1500,3
100302467,Aman Dua,1000,2
100302046,Casa Mutiara,1500,1
100302143,Aman Dua,900,3
100302398,Queensville,1300,1
100302365,Casa Magna,1300,3
100301950,Sentul Point Suite Apartment,1900,2
100301990,Kenwingston Platz,2500,3
100302327,Sentul Utama Condominium,1400,3
100302305,Villa Wangsamas,1600,3
100181831,Desa Aman Flat (Cheras),700,2
100302033,Menara Sri Cendana,1500,3
100301697,Jalil Damai,1450,3
100301921,Majestic Maxim,1400,2
100301653,Putra Villa,1800,3
100301901,The Holmes 2,1300,3
97468177,The Hipster - Taman Desa,1600,3
100248167,Jalil Damai,1180,3
100301863,Platinum OUG Residence,1500,3
100301797,Majestic Maxim,1600,3
97838518,Majestic Maxim,1650,3
100265299,Sky Awani Residensi 4,1300,3
97370129,Sky Awani Residensi 4,2200,3
100264184,Sky Awani Residensi 4,1600,3
100301714,Fahrenheit 88 (KL Plaza Suites),3200,2
100269208,Sofiya Residences,2100,3
100301259,Cormar Suite,2500,1
97500117,Cormar Suite,500,1
100300979,Parc 3,2700,2
98164308,UNA Serviced Apartment - Peel,2800,2
100270162,OUG Parklane,350,1
100273751,EkoCheras Service Apartment,2350,2
99998390,Seksyen 2 Wangsa Maju Flat Block D,1100,2
98911090,8 Kinrara,2700,3
100300922,Saujana Ria Aparment,850,3
100300555,The Vyne,1500,2
100265940,V Residence Suites,2800,1
100300436,Setapak Green,1800,4
100300432,Maxim Citilights,1199,2
100300386,SkyAwani 3 Residence - Setapak,1450,3
100300393,Palace Court,1600,3
100300473,TAR Villa,1450,3
100300465,Midah Ria,1200,3
100300525,Plaza Medan Putra,329999,4
100072155,Mutiara Magna,1000,3
100142614,SkyAwani 3 Residence - Setapak,1100,3
99948913,The Holmes 2,1800,3
99948781,The Holmes,1600,3
97620570,The Holmes 2,1500,3
100300373,Danau Kota Suite Apartments,1499,3
100300656,Pandan Heights Condominium,1100,3
100300578,Bintang Goldhill,2650,2
